County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Otsego,Cooperstown Vg PD,2013,12.0,24.0,1.0,0.0,0.0,0.0,1.0,23.0,2.0,21.0,0.0,Non-New York City
Otsego,County Total,2013,,835.0,65.0,1.0,11.0,15.0,38.0,770.0,177.0,579.0,14.0,Non-New York City
Otsego,Oneonta City PD,2013,12.0,332.0,21.0,0.0,3.0,11.0,7.0,311.0,69.0,238.0,4.0,Non-New York City
Otsego,Otsego County Park PD,2013,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Otsego,Otsego County Sheriff,2013,12.0,98.0,22.0,1.0,0.0,3.0,18.0,76.0,37.0,33.0,6.0,Non-New York City
Otsego,Otsego County State Police,2013,12.0,369.0,21.0,0.0,8.0,1.0,12.0,348.0,67.0,277.0,4.0,Non-New York City
Otsego,SUNY Police - Oneonta,2013,12.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,0.0,Non-New York City
Putnam,Brewster Vg PD,2013,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,10.0,0.0,Non-New York City
Putnam,Carmel Town PD,2013,12.0,208.0,10.0,0.0,2.0,0.0,8.0,198.0,31.0,158.0,9.0,Non-New York City
Putnam,County Total,2013,,772.0,49.0,0.0,12.0,8.0,29.0,723.0,131.0,565.0,27.0,Non-New York City
Putnam,Kent Town PD,2013,12.0,99.0,1.0,0.0,1.0,0.0,0.0,98.0,22.0,71.0,5.0,Non-New York City
Putnam,Putnam County MTA,2013,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,Non-New York City
Putnam,Putnam County Sheriff,2013,12.0,341.0,30.0,0.0,8.0,5.0,17.0,311.0,57.0,247.0,7.0,Non-New York City
Putnam,Putnam County State Police,2013,12.0,98.0,8.0,0.0,1.0,3.0,4.0,90.0,18.0,66.0,6.0,Non-New York City
Queens,County Total,2013,12.0,39913.0,10740.0,59.0,254.0,3994.0,6433.0,29173.0,4732.0,22030.0,2411.0,New York City
Rensselaer,County Total,2013,,4137.0,471.0,3.0,24.0,159.0,285.0,3666.0,917.0,2615.0,134.0,Non-New York City
Rensselaer,East Greenbush Town PD,2013,12.0,385.0,12.0,0.0,0.0,4.0,8.0,373.0,36.0,330.0,7.0,Non-New York City
Rensselaer,Hoosick Falls Vg PD,2013,12.0,48.0,9.0,0.0,1.0,1.0,7.0,39.0,10.0,27.0,2.0,Non-New York City
Rensselaer,Nassau Vg PD,2013,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,Non-New York City
Rensselaer,North Greenbush Town PD,2013,12.0,239.0,8.0,0.0,0.0,2.0,6.0,231.0,32.0,197.0,2.0,Non-New York City
Rensselaer,Rensselaer City PD,2013,12.0,178.0,19.0,0.0,4.0,3.0,12.0,159.0,44.0,108.0,7.0,Non-New York City
Rensselaer,Rensselaer County Park PD,2013,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2013,12.0,235.0,24.0,0.0,0.0,3.0,21.0,211.0,59.0,146.0,6.0,Non-New York City
Rensselaer,Rensselaer County State Police,2013,12.0,500.0,22.0,2.0,3.0,0.0,17.0,478.0,113.0,344.0,21.0,Non-New York City
Rensselaer,Rensselaer Poly Tech Police,2013,12.0,78.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,Non-New York City
Rensselaer,Schodack Town PD,2013,12.0,101.0,4.0,0.0,0.0,1.0,3.0,97.0,25.0,70.0,2.0,Non-New York City
Rensselaer,Troy City PD,2013,12.0,2358.0,373.0,1.0,16.0,145.0,211.0,1985.0,593.0,1305.0,87.0,Non-New York City
Richmond,County Total,2013,12.0,7234.0,1658.0,7.0,32.0,526.0,1093.0,5576.0,669.0,4681.0,226.0,New York City
Rockland,Clarkstown Town PD,2013,12.0,1585.0,65.0,0.0,8.0,17.0,40.0,1520.0,99.0,1392.0,29.0,Non-New York City
Rockland,County Total,2013,,3807.0,395.0,4.0,28.0,94.0,269.0,3412.0,408.0,2911.0,93.0,Non-New York City
Rockland,Haverstraw Town PD,2013,12.0,404.0,64.0,0.0,3.0,16.0,45.0,340.0,83.0,244.0,13.0,Non-New York City
Rockland,Orangetown Town PD,2013,12.0,354.0,37.0,0.0,1.0,13.0,23.0,317.0,41.0,262.0,14.0,Non-New York City
Rockland,Piermont Vg PD,2013,12.0,20.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,13.0,0.0,Non-New York City
Rockland,Ramapo Town PD,2013,12.0,628.0,57.0,2.0,5.0,9.0,41.0,571.0,89.0,469.0,13.0,Non-New York City
Rockland,Rockland County MTA,2013,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,Non-New York City
Rockland,Rockland County Park PD,2013,12.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,16.0,0.0,Non-New York City
Rockland,Rockland County Sheriff,2013,12.0,23.0,4.0,0.0,0.0,0.0,4.0,19.0,0.0,19.0,0.0,Non-New York City
Rockland,Rockland County State Police,2013,12.0,24.0,9.0,0.0,1.0,2.0,6.0,15.0,2.0,13.0,0.0,Non-New York City
Rockland,South Nyack-Grand View PD,2013,12.0,18.0,3.0,0.0,0.0,1.0,2.0,15.0,4.0,11.0,0.0,Non-New York City
Rockland,Spring Valley Vg PD,2013,12.0,541.0,134.0,2.0,9.0,34.0,89.0,407.0,53.0,337.0,17.0,Non-New York City
Rockland,Stony Point Town PD,2013,12.0,119.0,12.0,0.0,0.0,1.0,11.0,107.0,18.0,83.0,6.0,Non-New York City
Rockland,Suffern Vg PD,2013,12.0,69.0,9.0,0.0,0.0,1.0,8.0,60.0,11.0,48.0,1.0,Non-New York City
Saratoga,Ballston Spa Vg PD,2013,12.0,102.0,8.0,0.0,0.0,3.0,5.0,94.0,16.0,78.0,0.0,Non-New York City
Saratoga,County Total,2013,,3115.0,173.0,1.0,21.0,35.0,116.0,2942.0,494.0,2385.0,63.0,Non-New York City
Saratoga,Mechanicville City PD,2013,12.0,123.0,8.0,0.0,0.0,3.0,5.0,115.0,21.0,89.0,5.0,Non-New York City
Saratoga,Saratoga County Park PD,2013,12.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,36.0,1.0,Non-New York City
Saratoga,Saratoga County Sheriff,2013,12.0,1244.0,59.0,0.0,4.0,8.0,47.0,1185.0,243.0,906.0,36.0,Non-New York City
Saratoga,Saratoga County State Police,2013,12.0,723.0,53.0,0.0,13.0,12.0,28.0,670.0,101.0,561.0,8.0,Non-New York City
Saratoga,Saratoga Springs City PD,2013,12.0,675.0,33.0,1.0,3.0,8.0,21.0,642.0,84.0,550.0,8.0,Non-New York City
Saratoga,South Glens Falls Vg PD,2013,12.0,121.0,7.0,0.0,1.0,1.0,5.0,114.0,17.0,95.0,2.0,Non-New York City
Saratoga,Stillwater Town PD,2013,12.0,25.0,1.0,0.0,0.0,0.0,1.0,24.0,4.0,18.0,2.0,Non-New York City
Saratoga,Waterford Town and Vg PD,2013,12.0,63.0,4.0,0.0,0.0,0.0,4.0,59.0,6.0,52.0,1.0,Non-New York City
Schenectady,County Total,2013,,5378.0,675.0,11.0,36.0,229.0,399.0,4703.0,1007.0,3500.0,196.0,Non-New York City
Schenectady,Glenville Town PD,2013,12.0,506.0,13.0,0.0,0.0,2.0,11.0,493.0,57.0,426.0,10.0,Non-New York City
Schenectady,Niskayuna Town PD,2013,12.0,354.0,13.0,0.0,1.0,5.0,7.0,341.0,51.0,282.0,8.0,Non-New York City
Schenectady,Rotterdam Town PD,2013,12.0,862.0,33.0,2.0,4.0,16.0,11.0,829.0,109.0,700.0,20.0,Non-New York City
Schenectady,Schenectady City PD,2013,12.0,3410.0,608.0,8.0,31.0,205.0,364.0,2802.0,770.0,1878.0,154.0,Non-New York City
Schenectady,Schenectady County Sheriff,2013,12.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,Non-New York City
Schenectady,Schenectady County State Police,2013,12.0,109.0,2.0,0.0,0.0,0.0,2.0,107.0,6.0,97.0,4.0,Non-New York City
Schenectady,Scotia Vg PD,2013,12.0,131.0,5.0,1.0,0.0,1.0,3.0,126.0,14.0,112.0,0.0,Non-New York City
Schoharie,Cobleskill Vg PD,2013,12.0,223.0,5.0,0.0,0.0,3.0,2.0,218.0,14.0,204.0,0.0,Non-New York City
Schoharie,County Total,2013,,536.0,27.0,0.0,8.0,5.0,14.0,509.0,117.0,383.0,9.0,Non-New York City
Schoharie,Schoharie County Sheriff,2013,12.0,75.0,4.0,0.0,0.0,0.0,4.0,71.0,24.0,45.0,2.0,Non-New York City
Schoharie,Schoharie County State Police,2013,12.0,184.0,14.0,0.0,7.0,1.0,6.0,170.0,70.0,95.0,5.0,Non-New York City
Schoharie,SUNY Police - Cobleskill,2013,12.0,54.0,4.0,0.0,1.0,1.0,2.0,50.0,9.0,39.0,2.0,Non-New York City
Schuyler,County Total,2013,,165.0,14.0,0.0,0.0,1.0,13.0,151.0,33.0,111.0,7.0,Non-New York City
Schuyler,Schuyler County Park PD,2013,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,Non-New York City
Schuyler,Schuyler County Sheriff,2013,12.0,33.0,7.0,0.0,0.0,1.0,6.0,26.0,14.0,10.0,2.0,Non-New York City
Schuyler,Schuyler County State Police,2013,12.0,28.0,1.0,0.0,0.0,0.0,1.0,27.0,9.0,16.0,2.0,Non-New York City
Schuyler,Watkins Glen Vg PD,2013,12.0,99.0,6.0,0.0,0.0,0.0,6.0,93.0,10.0,81.0,2.0,Non-New York City
Seneca,County Total,2013,,794.0,62.0,2.0,8.0,5.0,47.0,732.0,123.0,599.0,10.0,Non-New York City
Seneca,Interlaken Vg PD,2013,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Seneca,Seneca County Park PD,2013,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,Non-New York City
Seneca,Seneca County Sheriff,2013,12.0,92.0,5.0,1.0,1.0,0.0,3.0,87.0,10.0,74.0,3.0,Non-New York City
Seneca,Seneca County State Police,2013,12.0,181.0,33.0,1.0,6.0,1.0,25.0,148.0,42.0,106.0,0.0,Non-New York City
Seneca,Seneca Falls Town PD,2013,12.0,305.0,12.0,0.0,0.0,1.0,11.0,293.0,48.0,240.0,5.0,Non-New York City
Seneca,Waterloo Vg PD,2013,12.0,208.0,12.0,0.0,1.0,3.0,8.0,196.0,23.0,171.0,2.0,Non-New York City
St Lawrence,Canton Vg PD,2013,12.0,97.0,3.0,0.0,0.0,1.0,2.0,94.0,11.0,82.0,1.0,Non-New York City
St Lawrence,County Total,2013,,1965.0,112.0,1.0,10.0,12.0,89.0,1853.0,345.0,1470.0,38.0,Non-New York City
St Lawrence,Massena Vg PD,2013,12.0,432.0,22.0,0.0,2.0,2.0,18.0,410.0,52.0,358.0,0.0,Non-New York City
St Lawrence,Norfolk Town PD,2013,12.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,Non-New York City
St Lawrence,Ogdensburg City PD,2013,12.0,420.0,23.0,0.0,1.0,5.0,17.0,397.0,72.0,321.0,4.0,Non-New York City
St Lawrence,Potsdam Vg PD,2013,12.0,198.0,8.0,0.0,1.0,0.0,7.0,190.0,17.0,168.0,5.0,Non-New York City
St Lawrence,St Lawrence County Park PD,2013,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,Non-New York City
St Lawrence,St Lawrence County Sheriff,2013,12.0,52.0,11.0,0.0,0.0,0.0,11.0,41.0,8.0,33.0,0.0,Non-New York City
St Lawrence,St Lawrence County State Police,2013,12.0,637.0,41.0,1.0,3.0,3.0,34.0,596.0,174.0,397.0,25.0,Non-New York City
St Lawrence,SUNY Police - Canton,2013,12.0,60.0,2.0,0.0,1.0,1.0,0.0,58.0,5.0,53.0,0.0,Non-New York City
St Lawrence,SUNY Police - Potsdam,2013,12.0,57.0,2.0,0.0,2.0,0.0,0.0,55.0,3.0,50.0,2.0,Non-New York City
Steuben,Addison Vg PD,2013,12.0,27.0,3.0,0.0,0.0,0.0,3.0,24.0,3.0,20.0,1.0,Non-New York City
Steuben,Bath Vg PD,2013,12.0,206.0,15.0,0.0,1.0,3.0,11.0,191.0,32.0,157.0,2.0,Non-New York City
Steuben,Canisteo Vg PD,2013,12.0,15.0,3.0,0.0,0.0,1.0,2.0,12.0,3.0,9.0,0.0,Non-New York City
Steuben,Cohocton Town PD,2013,12.0,15.0,4.0,0.0,1.0,0.0,3.0,11.0,4.0,7.0,0.0,Non-New York City
Steuben,Corning City PD,2013,12.0,451.0,35.0,0.0,3.0,8.0,24.0,416.0,63.0,349.0,4.0,Non-New York City
Steuben,County Total,2013,,1541.0,123.0,1.0,21.0,13.0,88.0,1418.0,269.0,1125.0,24.0,Non-New York City
Steuben,Hammondsport Vg PD,2013,12.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,Non-New York City
Steuben,Hornell City PD,2013,12.0,117.0,5.0,0.0,0.0,0.0,5.0,112.0,18.0,94.0,0.0,Non-New York City
Steuben,Painted Post Vg PD,2013,12.0,74.0,1.0,0.0,0.0,0.0,1.0,73.0,5.0,66.0,2.0,Non-New York City
Steuben,Steuben County Park PD,2013,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Steuben,Steuben County Sheriff,2013,12.0,182.0,13.0,0.0,3.0,1.0,9.0,169.0,45.0,122.0,2.0,Non-New York City
Steuben,Steuben County State Police,2013,12.0,435.0,44.0,1.0,13.0,0.0,30.0,391.0,94.0,284.0,13.0,Non-New York City
Steuben,Wayland Vg PD,2013,12.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.0,Non-New York City
Suffolk,Amityville Vg PD,2013,12.0,219.0,9.0,0.0,2.0,4.0,3.0,210.0,16.0,188.0,6.0,Non-New York City
Suffolk,Asharoken Vg PD,2013,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Suffolk,County Total,2013,,26379.0,1934.0,27.0,53.0,694.0,1160.0,24445.0,3610.0,19656.0,1179.0,Non-New York City
Suffolk,East Hampton Town PD,2013,12.0,328.0,20.0,0.0,2.0,1.0,17.0,308.0,59.0,241.0,8.0,Non-New York City
Suffolk,East Hampton Vg PD,2013,12.0,66.0,0.0,0.0,0.0,0.0,0.0,66.0,4.0,60.0,2.0,Non-New York City
Suffolk,Huntington Bay Vg PD,2013,12.0,13.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,11.0,1.0,Non-New York City
Suffolk,Lloyd Harbor Vg PD,2013,12.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,16.0,0.0,Non-New York City
Suffolk,Nissequogue Vg PD,2013,12.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1.0,Non-New York City
Suffolk,Northport Vg PD,2013,12.0,65.0,6.0,0.0,0.0,1.0,5.0,59.0,11.0,44.0,4.0,Non-New York City
Suffolk,Ocean Beach Vg PD,2013,12.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,9.0,1.0,Non-New York City
Suffolk,Quogue Vg PD,2013,12.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,13.0,27.0,1.0,Non-New York City
Suffolk,Riverhead Town PD,2013,12.0,986.0,64.0,0.0,3.0,26.0,35.0,922.0,160.0,729.0,33.0,Non-New York City
Suffolk,Sag Harbor Vg PD,2013,12.0,74.0,3.0,0.0,0.0,1.0,2.0,71.0,17.0,53.0,1.0,Non-New York City
Suffolk,Shelter Island Town PD,2013,12.0,44.0,3.0,0.0,0.0,0.0,3.0,41.0,2.0,39.0,0.0,Non-New York City
Suffolk,Southampton Town PD,2013,12.0,1064.0,44.0,0.0,6.0,16.0,22.0,1020.0,219.0,752.0,49.0,Non-New York City
Suffolk,Southampton Vg PD,2013,12.0,121.0,3.0,0.0,0.0,1.0,2.0,118.0,9.0,105.0,4.0,Non-New York City
Suffolk,Southold Town PD,2013,12.0,362.0,16.0,0.0,1.0,8.0,7.0,346.0,70.0,272.0,4.0,Non-New York City
Suffolk,Suffolk County MTA,2013,12.0,88.0,13.0,0.0,0.0,7.0,6.0,75.0,1.0,74.0,0.0,Non-New York City
Suffolk,Suffolk County Park PD,2013,12.0,89.0,4.0,0.0,0.0,0.0,4.0,85.0,2.0,83.0,0.0,Non-New York City
Suffolk,Suffolk County Park Rangers,2013,12.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,35.0,0.0,Non-New York City
Suffolk,Suffolk County PD,2013,12.0,22192.0,1611.0,27.0,35.0,620.0,929.0,20581.0,2979.0,16551.0,1051.0,Non-New York City
Suffolk,Suffolk County Sheriff,2013,12.0,114.0,109.0,0.0,0.0,0.0,109.0,5.0,0.0,2.0,3.0,Non-New York City
Suffolk,Suffolk County State Police,2013,12.0,61.0,13.0,0.0,2.0,6.0,5.0,48.0,11.0,31.0,6.0,Non-New York City
Suffolk,SUNY Police - Farmingdale,2013,12.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,Non-New York City
Suffolk,SUNY Police - Stony Brook,2013,12.0,300.0,13.0,0.0,2.0,3.0,8.0,287.0,26.0,260.0,1.0,Non-New York City
Suffolk,Westhampton Beach Vg PD,2013,12.0,46.0,2.0,0.0,0.0,0.0,2.0,44.0,4.0,37.0,3.0,Non-New York City
Sullivan,County Total,2013,,1720.0,172.0,1.0,18.0,22.0,131.0,1548.0,484.0,1024.0,40.0,Non-New York City
Sullivan,Fallsburg Town PD,2013,12.0,186.0,23.0,1.0,0.0,0.0,22.0,163.0,65.0,97.0,1.0,Non-New York City
Sullivan,Liberty Vg PD,2013,12.0,228.0,21.0,0.0,2.0,2.0,17.0,207.0,43.0,161.0,3.0,Non-New York City
Sullivan,Monticello Vg PD,2013,12.0,324.0,48.0,0.0,4.0,16.0,28.0,276.0,107.0,164.0,5.0,Non-New York City
Sullivan,NYC-DEPP - Grahamsville PCT,2013,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Sullivan,Sullivan County Park PD,2013,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Sullivan,Sullivan County Sheriff,2013,12.0,512.0,24.0,0.0,0.0,3.0,21.0,488.0,113.0,363.0,12.0,Non-New York City
Sullivan,Sullivan County State Police,2013,12.0,444.0,49.0,0.0,12.0,1.0,36.0,395.0,148.0,228.0,19.0,Non-New York City
Sullivan,Woodridge Vg PD,2013,12.0,24.0,7.0,0.0,0.0,0.0,7.0,17.0,8.0,9.0,0.0,Non-New York City
Tioga,County Total,2013,,650.0,27.0,1.0,4.0,5.0,17.0,623.0,166.0,432.0,25.0,Non-New York City
Tioga,Owego Vg PD,2013,12.0,212.0,9.0,0.0,1.0,2.0,6.0,203.0,41.0,158.0,4.0,Non-New York City
Tioga,Tioga County Park PD,2013,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Tioga,Tioga County Sheriff,2013,12.0,265.0,10.0,1.0,2.0,2.0,5.0,255.0,88.0,164.0,3.0,Non-New York City
Tioga,Tioga County State Police,2013,12.0,113.0,3.0,0.0,1.0,0.0,2.0,110.0,28.0,68.0,14.0,Non-New York City
Tioga,Waverly Vg PD,2013,12.0,59.0,5.0,0.0,0.0,1.0,4.0,54.0,9.0,41.0,4.0,Non-New York City
Tompkins,Cayuga Heights Vg PD,2013,12.0,60.0,1.0,0.0,0.0,1.0,0.0,59.0,12.0,47.0,0.0,Non-New York City
Tompkins,Cornell University Police,2013,12.0,261.0,3.0,0.0,1.0,2.0,0.0,258.0,16.0,242.0,0.0,Non-New York City
Tompkins,County Total,2013,,2902.0,109.0,1.0,13.0,29.0,66.0,2793.0,459.0,2296.0,38.0,Non-New York City
Tompkins,Dryden Vg PD,2013,12.0,102.0,3.0,0.0,0.0,1.0,2.0,99.0,6.0,93.0,0.0,Non-New York City
Tompkins,Groton Vg PD,2013,12.0,39.0,1.0,0.0,1.0,0.0,0.0,38.0,6.0,31.0,1.0,Non-New York City
Tompkins,Ithaca City PD,2013,12.0,1414.0,50.0,0.0,5.0,17.0,28.0,1364.0,198.0,1150.0,16.0,Non-New York City
Tompkins,Ithaca College PD,2013,12.0,119.0,0.0,0.0,0.0,0.0,0.0,119.0,37.0,81.0,1.0,Non-New York City
Tompkins,Tompkins County Park PD,2013,12.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,Non-New York City
Tompkins,Tompkins County Sheriff,2013,12.0,569.0,35.0,1.0,5.0,4.0,25.0,534.0,120.0,404.0,10.0,Non-New York City
Tompkins,Tompkins County State Police,2013,12.0,263.0,14.0,0.0,0.0,3.0,11.0,249.0,57.0,184.0,8.0,Non-New York City
Tompkins,Trumansburg Vg PD,2013,12.0,68.0,2.0,0.0,1.0,1.0,0.0,66.0,6.0,58.0,2.0,Non-New York City
Ulster,County Total,2013,,3582.0,294.0,3.0,31.0,52.0,208.0,3288.0,593.0,2640.0,55.0,Non-New York City
Ulster,Ellenville Vg PD,2013,12.0,190.0,17.0,0.0,1.0,2.0,14.0,173.0,41.0,132.0,0.0,Non-New York City
Ulster,Kingston City PD,2013,12.0,761.0,74.0,1.0,4.0,25.0,44.0,687.0,112.0,565.0,10.0,Non-New York City
Ulster,Lloyd Town PD,2013,12.0,124.0,6.0,0.0,0.0,0.0,6.0,118.0,20.0,95.0,3.0,Non-New York City
Ulster,Marlborough Town PD,2013,12.0,140.0,5.0,0.0,0.0,1.0,4.0,135.0,35.0,97.0,3.0,Non-New York City
Ulster,New Paltz Town and Vg PD,2013,12.0,234.0,34.0,0.0,4.0,4.0,26.0,200.0,16.0,180.0,4.0,Non-New York City
Ulster,Olive Town PD,2013,12.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,Non-New York City
Ulster,Plattekill Town PD,2013,12.0,114.0,8.0,0.0,1.0,2.0,5.0,106.0,28.0,77.0,1.0,Non-New York City
Ulster,Rosendale Town PD,2013,12.0,62.0,1.0,0.0,0.0,0.0,1.0,61.0,16.0,45.0,0.0,Non-New York City
Ulster,Saugerties Town PD,2013,12.0,334.0,15.0,0.0,3.0,5.0,7.0,319.0,51.0,268.0,0.0,Non-New York City
Ulster,Shandaken Town PD,2013,12.0,66.0,4.0,0.0,0.0,0.0,4.0,62.0,17.0,44.0,1.0,Non-New York City
Ulster,Shawangunk Town PD,2013,12.0,83.0,3.0,0.0,0.0,0.0,3.0,80.0,20.0,60.0,0.0,Non-New York City
Ulster,SUNY Police - New Paltz,2013,12.0,48.0,1.0,0.0,0.0,0.0,1.0,47.0,3.0,43.0,1.0,Non-New York City
Ulster,Ulster County Park PD,2013,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Non-New York City
Ulster,Ulster County Sheriff,2013,12.0,338.0,36.0,1.0,6.0,5.0,24.0,302.0,66.0,229.0,7.0,Non-New York City
Ulster,Ulster County State Police,2013,12.0,569.0,74.0,1.0,9.0,6.0,58.0,495.0,128.0,344.0,23.0,Non-New York City
Ulster,Ulster Regional Gang Enforcement Narcotics Team,2013,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Non-New York City
Ulster,Ulster Town PD,2013,12.0,451.0,14.0,0.0,3.0,2.0,9.0,437.0,25.0,410.0,2.0,Non-New York City
Ulster,Woodstock Town PD,2013,12.0,62.0,2.0,0.0,0.0,0.0,2.0,60.0,15.0,45.0,0.0,Non-New York City
Warren,Bolton Town PD,2013,12.0,26.0,2.0,0.0,0.0,0.0,2.0,24.0,4.0,20.0,0.0,Non-New York City
Warren,County Total,2013,,1297.0,53.0,1.0,10.0,7.0,35.0,1244.0,158.0,1073.0,13.0,Non-New York City
Warren,Glens Falls City PD,2013,12.0,364.0,21.0,0.0,1.0,3.0,17.0,343.0,50.0,288.0,5.0,Non-New York City
Warren,Warren County Sheriff,2013,12.0,689.0,18.0,1.0,4.0,3.0,10.0,671.0,85.0,579.0,7.0,Non-New York City
Warren,Warren County State Police,2013,12.0,218.0,12.0,0.0,5.0,1.0,6.0,206.0,19.0,186.0,1.0,Non-New York City
Washington,Cambridge Vg PD,2013,12.0,46.0,2.0,0.0,0.0,0.0,2.0,44.0,12.0,31.0,1.0,Non-New York City
Washington,County Total,2013,,882.0,71.0,1.0,5.0,6.0,59.0,811.0,187.0,601.0,23.0,Non-New York City
Washington,Fort Edward Vg PD,2013,12.0,18.0,10.0,1.0,0.0,0.0,9.0,8.0,4.0,4.0,0.0,Non-New York City
Washington,Granville Vg PD,2013,12.0,32.0,6.0,0.0,1.0,0.0,5.0,26.0,7.0,19.0,0.0,Non-New York City
Washington,Greenwich Vg PD,2013,12.0,26.0,2.0,0.0,0.0,0.0,2.0,24.0,1.0,22.0,1.0,Non-New York City
Washington,Hudson Falls Vg PD,2013,12.0,118.0,6.0,0.0,0.0,2.0,4.0,112.0,22.0,90.0,0.0,Non-New York City
Washington,Washington County Sheriff,2013,12.0,407.0,32.0,0.0,3.0,2.0,27.0,375.0,84.0,281.0,10.0,Non-New York City
Washington,Washington County State Police,2013,12.0,167.0,7.0,0.0,1.0,2.0,4.0,160.0,45.0,105.0,10.0,Non-New York City
Washington,Whitehall Vg PD,2013,12.0,68.0,6.0,0.0,0.0,0.0,6.0,62.0,12.0,49.0,1.0,Non-New York City
Wayne,Clyde Vg PD,2013,12.0,64.0,4.0,0.0,0.0,3.0,1.0,60.0,16.0,43.0,1.0,Non-New York City
Wayne,County Total,2013,,1842.0,153.0,4.0,21.0,29.0,99.0,1689.0,469.0,1182.0,38.0,Non-New York City
Wayne,Lyons Vg PD,2013,12.0,206.0,27.0,0.0,5.0,3.0,19.0,179.0,34.0,142.0,3.0,Non-New York City
Wayne,Macedon Town and Vg PD,2013,12.0,67.0,4.0,0.0,0.0,1.0,3.0,63.0,7.0,54.0,2.0,Non-New York City
Wayne,Newark Vg PD,2013,12.0,364.0,27.0,0.0,3.0,7.0,17.0,337.0,71.0,264.0,2.0,Non-New York City
Wayne,Palmyra Vg PD,2013,12.0,47.0,4.0,0.0,0.0,0.0,4.0,43.0,9.0,33.0,1.0,Non-New York City
Wayne,Sodus Point Vg PD,2013,12.0,9.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,0.0,Non-New York City
Wayne,Sodus Vg PD,2013,12.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,21.0,0.0,Non-New York City
Wayne,Wayne County Sheriff,2013,12.0,506.0,43.0,2.0,2.0,8.0,31.0,463.0,158.0,293.0,12.0,Non-New York City
Wayne,Wayne County State Police,2013,12.0,550.0,43.0,2.0,11.0,7.0,23.0,507.0,169.0,321.0,17.0,Non-New York City
Wayne,Wolcott Vg PD,2013,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,Non-New York City
Westchester,Ardsley Vg PD,2013,12.0,38.0,5.0,0.0,0.0,3.0,2.0,33.0,4.0,28.0,1.0,Non-New York City
Westchester,Bedford Town PD,2013,12.0,161.0,5.0,0.0,0.0,1.0,4.0,156.0,26.0,126.0,4.0,Non-New York City
